protocol_type,service,flag,src_bytes,dst_bytes,num_failed_logins,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,class
tcp,uucp_path,REJ,0,0,0,0,0,0,0.01,0.07,0.01,0.07,anomaly
tcp,ftp_data,SF,319,0,0,0,0,0,1,0,0.33,0.5,normal
tcp,smtp,SF,1087,302,0,1,0,0,1,0,0.24,0.29,normal
tcp,http,SF,210,3754,0,1,0,0,1,0,1,0,normal
tcp,sql_net,S0,0,0,0,0,1,1,0.15,0.06,0.07,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,234,6282,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,237,1461,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.24,0.1,0.24,0.03,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
tcp,http,SF,200,955,0,1,0,0,1,0,1,0,normal
tcp,http,SF,219,657,0,1,0,0,1,0,1,0,normal
tcp,http,SF,284,5921,0,1,0,0,1,0,1,0,normal
tcp,nntp,S0,0,0,0,0,1,1,0.06,0.07,0.05,0.08,anomaly
tcp,http,SF,325,426,0,1,0,0,1,0,1,0,normal
tcp,courier,S0,0,0,0,0,1,1,0.05,0.07,0.02,0.07,anomaly
icmp,eco_i,SF,30,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,335,7902,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,36,0,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.08,0.01,0.08,anomaly
udp,domain_u,SF,43,43,0,0,0,0,1,0,1,0,normal
tcp,courier,S0,0,0,0,0,1,1,0.07,0.06,0.03,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.33,0.14,0.05,0.1,anomaly
tcp,private,S0,0,0,0,0,1,1,0.13,0.06,0.02,0.06,anomaly
tcp,http,SF,216,1956,0,1,0,0,1,0,1,0,normal
tcp,uucp,S0,0,0,0,0,1,1,0.06,0.05,0.03,0.05,anomaly
udp,domain_u,SF,44,78,0,0,0,0,1,0,0.65,0.01,normal
tcp,http,SF,347,8113,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,570,280,0,1,0,0,1,0,0.44,0.05,normal
tcp,http,SF,219,17540,0,1,0,0,1,0,1,0,normal
udp,other,SF,146,0,0,0,0,0,0.33,1,0,0.53,normal
tcp,ftp,S0,0,0,0,0,1,1,0,0.06,0,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.03,0.05,0.07,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.11,0.06,0.06,0.05,anomaly
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.82,anomaly
tcp,private,S0,0,0,0,0,1,1,0.19,0.11,0.04,0.07,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,time,SF,0,4,0,0,0,0,1,0,1,0,normal
tcp,http,SF,233,581,0,1,0,0,1,0,1,0,normal
tcp,finger,S0,0,0,0,0,1,1,0.07,0.05,0.07,0.07,anomaly
tcp,ftp_data,SF,276,0,0,0,0,0,1,0,0.17,0.08,normal
udp,domain_u,SF,44,139,0,0,0,0,1,0,0.95,0.01,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,telnet,SF,1828,148722,2,1,0,0,1,0,0.14,0.08,normal
tcp,http,SF,200,764,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,46,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.05,0.01,0.09,anomaly
tcp,telnet,S0,0,0,0,0,1,1,1,0,0.56,0.01,anomaly
tcp,http,SF,216,5284,0,1,0,0,1,0,1,0,normal
tcp,exec,RSTO,0,0,0,0,0,0,0.07,0.06,0.02,0.06,anomaly
tcp,http,SF,234,997,0,1,0,0,1,0,1,0,normal
tcp,http,SF,220,1643,0,1,0,0.04,1,0,1,0,normal
tcp,login,S0,0,0,0,0,1,1,0.02,0.06,0.05,0.07,anomaly
udp,private,SF,105,146,0,0,0,0,0.14,0.29,0.89,0.01,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.06,0.06,0.04,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.06,0.04,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.03,0.06,0.04,0.08,anomaly
tcp,http,SF,288,2881,0,1,0,0,1,0,1,0,normal
tcp,uucp,RSTO,0,0,0,0,0,0,0.03,0.07,0.01,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.07,0.02,0.07,anomaly
udp,private,SF,1,0,0,0,0,0,0.08,0.17,0.09,0.2,anomaly
udp,private,SF,28,0,0,0,0,0,1,0,0.08,0.02,anomaly
tcp,http,SF,279,494,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,192,0,0,1,0,0,1,0,0.45,0.01,normal
tcp,telnet,SF,105,1401,0,1,0,0,1,0,0.01,0.07,normal
tcp,private,REJ,0,0,0,0,0,0,1,0,0.04,1,anomaly
tcp,smtp,SF,1330,282,0,1,0,0,1,0,0.56,0.03,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.09,0.09,0.25,0.02,anomaly
tcp,http,SF,230,362,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,110,0,0,0,0,1,0,1,0,normal
tcp,http,SF,271,3582,0,1,0,0,1,0,1,0,normal
tcp,http,SF,179,1668,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,852,0,0,0,0,0,1,0,0.13,0.02,normal
tcp,http,SF,222,310,0,1,0,0,1,0,1,0,normal
tcp,http,SF,314,4137,0,1,0,0,1,0,1,0,normal
tcp,login,RSTO,0,0,0,0,0,0,0.07,0.06,0.04,0.06,anomaly
tcp,http,SF,230,6880,0,1,0,0,1,0,1,0,normal
tcp,whois,S0,0,0,0,0,1,1,0.03,0.08,0.02,0.07,anomaly
tcp,ctf,S0,0,0,0,0,1,1,0.01,0.06,0,0.08,anomaly
tcp,smtp,SF,857,327,0,1,0,0,1,0,0.57,0.02,normal
tcp,http,SF,234,1707,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.78,0.01,anomaly
udp,private,SF,28,0,0,0,0,0,1,0,0.27,0.02,anomaly
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.03,0.06,anomaly
tcp,http,SF,215,6367,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,46,0,0,0,0,1,0,0.98,0.01,normal
udp,private,SF,105,146,0,0,0,0,1,0,0.95,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.16,0.04,0.07,0.04,anomaly
tcp,private,S0,0,0,0,0,1,1,0.46,0.11,0.06,0.08,anomaly
tcp,csnet_ns,S0,0,0,0,0,1,1,0.05,0.06,0.06,0.09,anomaly
tcp,http,SF,305,2507,0,1,0,0,1,0,0.94,0.01,normal
tcp,private,REJ,0,0,0,0,0,0,0.17,0.08,0.05,0.07,anomaly
tcp,http,SF,336,15767,0,1,0,0,1,0,1,0,normal
tcp,csnet_ns,S0,0,0,0,0,1,1,0.01,0.06,0.03,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0.05,0.09,anomaly
udp,other,SF,147,105,0,0,0,0,1,0,0.01,0.53,normal
tcp,http,SF,335,1212,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.23,0.05,0.23,0.02,anomaly
tcp,http,SF,339,241,0,1,0,0,1,0,1,0,normal
tcp,http,SF,317,3245,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.16,0.06,0.06,0.06,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,vmnet,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.08,anomaly
udp,domain_u,SF,42,131,0,0,0,0,1,0,1,0.01,normal
tcp,smtp,SF,986,368,0,1,0,0,1,0,0.89,0.04,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.08,0.02,0.08,anomaly
icmp,urp_i,SF,183,0,0,0,0,0,1,0,0.15,0.01,normal
tcp,private,REJ,0,0,0,0,0,0,0.03,0.07,0,0.07,anomaly
tcp,http,SF,405,23786,0,1,0,0,1,0,1,0,normal
tcp,link,S0,0,0,0,0,1,1,0.09,0.05,0.08,0.05,anomaly
tcp,smtp,SF,785,327,0,1,0,0,1,0,0.76,0.12,normal
tcp,http,SF,258,4302,0,1,0,0,1,0,1,0,normal
tcp,login,S0,0,0,0,0,1,1,0.04,0.06,0.02,0.06,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,318,2649,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.01,0.07,0,0.07,anomaly
tcp,ssh,S0,0,0,0,0,1,1,0.09,0.06,0.07,0.07,anomaly
tcp,time,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.07,anomaly
tcp,http,SF,216,1240,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,0.08,0.52,0.01,0.08,anomaly
tcp,http,SF,291,320,0,1,0,0,1,0,1,0,normal
tcp,http,SF,224,546,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,REJ,0,0,0,0,0.07,0,0.01,0.99,0.02,0.99,anomaly
tcp,domain,S0,0,0,0,0,1,1,0,0.07,0,0.08,anomaly
udp,domain_u,SF,17,42,0,0,0,0,1,0,0.88,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.11,0.06,0.03,0.06,anomaly
udp,domain_u,SF,29,29,0,0,0,0,1,0,0.99,0.01,normal
udp,private,SF,105,147,0,0,0,0,1,0,0.92,0.02,normal
icmp,eco_i,SF,30,0,0,0,0,0,0.08,0.25,0.01,0.01,normal
tcp,http,SF,325,12884,0,1,0,0,1,0,1,0,normal
tcp,login,S0,0,0,0,0,1,1,0.14,0.06,0.08,0.05,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,ftp_data,SF,12,0,0,1,0,0,1,0,0.63,0.04,normal
tcp,http,SF,212,828,0,1,0,0,1,0,1,0,normal
tcp,http,SF,240,1475,0,1,0,0,1,0,1,0,normal
tcp,http,SF,292,13206,0,1,0,0,1,0,1,0,normal
tcp,http,SF,172,12793,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.08,0.07,anomaly
tcp,http,SF,310,788,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,128,0,0,0,0,1,0,0.8,0.02,normal
udp,other,SF,145,0,0,0,0,0,0.33,0.67,0,0.54,normal
tcp,ftp,SF,1238,2451,0,1,0,0,1,0,0.48,0.02,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,45,45,0,0,0,0,1,0,1,0.01,normal
tcp,private,RSTR,0,0,0,0,0,0,0.5,1,0,1,anomaly
tcp,smtp,SF,1551,362,0,1,0,0,1,0,0.67,0.67,normal
tcp,smtp,SF,1308,328,0,1,0,0,1,0,1,0,normal
tcp,http,SF,356,1125,0,1,0,0,1,0,1,0,normal
tcp,http,SF,364,6914,0,1,0,0,1,0,1,0,normal
tcp,http,SF,331,776,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,30,0,0,0,0,0,0.5,1,0.11,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.06,0.05,0.08,anomaly
tcp,exec,S0,0,0,0,0,1,1,0.17,0.06,0.07,0.05,anomaly
tcp,http,SF,247,7546,0,1,0,0,1,0,1,0,normal
tcp,http,SF,300,1841,0,1,0,0,1,0,1,0,normal
tcp,mtp,S0,0,0,0,0,1,1,0.07,0.06,0.07,0.08,anomaly
tcp,http,SF,355,2109,0,1,0,0,1,0,1,0,normal
tcp,finger,S0,0,0,0,0,1,1,0.42,0.06,0.05,0.07,anomaly
tcp,http,SF,316,1260,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,136,0,0,0,0,1,0,0.99,0.01,normal
tcp,ftp,SF,1458,4152,0,1,0,0,1,0,0.25,0.03,normal
tcp,uucp_path,S0,0,0,0,0,1,1,0.06,0.05,0.05,0.05,anomaly
udp,other,SF,146,105,0,0,0,0,0.5,0.5,0.01,0.51,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.82,anomaly
tcp,Z39_50,REJ,0,0,0,0,0,0,0.05,0.06,0.05,0.07,anomaly
udp,private,SF,1,0,0,0,0,0,1,0,0.01,0.73,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.11,0.05,0,0.08,anomaly
tcp,imap4,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
udp,other,SF,146,105,0,0,0,0,0.4,0.6,0.01,0.85,normal
tcp,private,S0,0,0,0,0,1,1,0.08,0.15,0.05,0.08,anomaly
tcp,smtp,RSTO,13794,2966,0,1,0,0,1,0,0.43,0.42,normal
tcp,finger,S0,0,0,0,0,1,1,0.27,0.05,0.23,0.04,anomaly
tcp,smtp,SF,911,325,0,1,0,0,0.5,1,0.83,0.17,normal
tcp,smtp,S0,0,0,0,0,1,0.78,1,0,0.24,0.07,anomaly
tcp,http,SF,280,3332,0,1,0,0,1,0,1,0,normal
tcp,daytime,S0,0,0,0,0,1,1,0.02,0.07,0.02,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.15,0.05,0.07,0.07,anomaly
udp,domain_u,SF,41,41,0,0,0,0,1,0,1,0,normal
tcp,finger,SF,10,139,0,0,0,0,1,0,0.04,0.03,normal
tcp,http,SF,311,488,0,1,0,0,1,0,1,0,normal
tcp,http,SF,281,1745,0,1,0,0,1,0,1,0,normal
tcp,http,SF,297,1285,0,1,0,0,1,0,1,0,normal
tcp,ldap,S0,0,0,0,0,1,1,0.02,0.07,0.01,0.07,anomaly
udp,domain_u,SF,43,72,0,0,0,0,1,0.01,0.95,0.01,normal
tcp,finger,S0,0,0,0,0,1,1,0.44,0.06,0.06,0.07,anomaly
tcp,ftp_data,SF,334,0,0,1,0,0,1,0,1,0,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,215,9399,0,1,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.19,0.25,0.04,0.08,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,other,SF,516,4,0,0,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,1,0,0.05,1,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.06,0.06,0.03,0.05,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.08,0.06,0.03,0.07,anomaly
tcp,time,S0,0,0,0,0,1,1,0.06,0.07,0.06,0.07,anomaly
udp,domain_u,SF,44,44,0,0,0,0,0.33,0.67,0.97,0.02,normal
tcp,time,RSTO,0,0,0,0,0,0,0.06,0.06,0.06,0.07,anomaly
tcp,smtp,SF,676,328,0,1,0,0,1,0,0.73,0.04,normal
tcp,http,SF,334,455,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.21,0.06,0.07,0.07,anomaly
tcp,http,SF,204,1596,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,Z39_50,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.06,anomaly
tcp,http,SF,192,301,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,uucp,S0,0,0,0,0,1,1,0.02,0.06,0.01,0.05,anomaly
tcp,netbios_dgm,S0,0,0,0,0,1,1,0.13,0.05,0.05,0.05,anomaly
tcp,ftp,S0,0,0,0,0,1,1,0.02,0.06,0.07,0.07,anomaly
tcp,http,SF,256,4486,0,1,0,0,1,0,0.98,0.01,normal
icmp,eco_i,SF,64,0,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,46,136,0,0,0,0,1,0,0.71,0.02,normal
tcp,private,S0,0,0,0,0,1,1,0.31,0.07,0.07,0.05,anomaly
tcp,http,SF,220,253,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,41,117,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,248,2313,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,1250,2451,0,1,0,0,1,0,0.27,0.02,anomaly
tcp,whois,REJ,0,0,0,0,0,0,0.08,0.06,0.08,0.07,anomaly
udp,domain_u,SF,44,70,0,0,0,0,1,0,0.88,0.01,normal
tcp,telnet,SF,209,1824,0,1,0,0,1,0,0.09,0.04,normal
tcp,other,SF,5891,0,0,1,0,0,0.08,0.31,0.01,0.08,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,276,1767,0,1,0,0,1,0,1,0,normal
tcp,http,SF,231,2304,0,1,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.07,anomaly
tcp,http,SF,312,422,0,1,0,0,1,0,1,0,normal
tcp,remote_job,RSTR,1,0,0,0,0,0,1,0,0.01,0.28,anomaly
tcp,discard,S0,0,0,0,0,1,1,0.08,0.05,0.07,0.05,anomaly
udp,domain_u,SF,29,0,0,0,0,0,0.5,1,0.15,0.04,normal
tcp,ftp_data,SF,13239,0,0,1,0,0,1,0,0.33,0.04,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.07,anomaly
tcp,finger,SF,8,223,0,0,0,0,1,0,0.04,0.09,normal
tcp,shell,S0,0,0,0,0,1,1,0.17,0.05,0.09,0.05,anomaly
udp,domain_u,SF,44,79,0,0,0,0,1,0.01,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.08,0.08,0.07,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.19,0.06,0,0.06,anomaly
tcp,http,SF,324,10647,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.06,0.07,0.07,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,355,657,0,1,0,0,1,0,1,0,normal
tcp,other,RSTR,1,0,0,0,0,0,1,0,0.01,0.68,anomaly
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.07,0.1,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,205,253,0,1,0,0,1,0,1,0,normal
tcp,netbios_ns,REJ,0,0,0,0,0,0,0.05,0.07,0.05,0.07,anomaly
tcp,http,SF,325,753,0,1,0,0,1,0,1,0,normal
tcp,systat,REJ,0,0,0,0,0,0,0,0.07,0,0.08,anomaly
tcp,http,SF,232,193,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,886,326,0,1,0,0,1,0,0.44,0.02,normal
tcp,http,SF,319,3432,0,1,0,0,1,0,1,0,normal
tcp,supdup,S0,0,0,0,0,1,1,0.06,0.05,0.02,0.05,anomaly
tcp,private,REJ,0,0,0,0,0,0,1,0,0.02,1,anomaly
tcp,http,SF,147,12141,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1451,330,0,1,0,0,1,0,0.71,0.09,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,235,1889,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.7,anomaly
tcp,private,REJ,0,0,0,0,0,0,0,0.51,0,0.51,anomaly
tcp,http,SF,299,1540,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0.04,0.07,anomaly
tcp,kshell,S0,0,0,0,0,1,1,0.17,0.04,0.09,0.05,anomaly
tcp,hostnames,S0,0,0,0,0,1,1,0.01,0.05,0.02,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.04,0.07,anomaly
tcp,http,SF,237,241,0,1,0,0,1,0,1,0,normal
tcp,uucp,RSTO,0,0,0,0,0,0,0.15,0.06,0.06,0.07,anomaly
udp,other,SF,146,105,0,0,0,0,1,0,0,0.69,normal
tcp,csnet_ns,REJ,0,0,0,0,0,0,0.5,1,0,1,anomaly
udp,other,SF,146,105,0,0,0,0,0.33,0.67,0,0.57,normal
tcp,http,SF,202,1923,0,1,0,0,1,0,1,0,normal
tcp,echo,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.08,anomaly
tcp,ftp_data,SF,383,0,0,1,0,0,0.67,0.67,0.24,0.14,normal
tcp,http,SF,345,2254,0,1,0,0,1,0,1,0,normal
tcp,http,SF,278,6546,0,1,0,0,1,0,1,0,normal
tcp,domain,S0,0,0,0,0,1,1,0.05,0.06,0.04,0.06,anomaly
tcp,http,SF,196,16143,0,1,0,0,1,0,1,0,normal
tcp,klogin,S0,0,0,0,0,1,1,1,0,0.01,0.07,anomaly
tcp,http,SF,277,2253,0,1,0,0,1,0,1,0,normal
tcp,http,SF,203,578,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.17,anomaly
udp,other,SF,147,105,0,0,0,0,1,0,0,0.64,normal
tcp,finger,S0,0,0,0,0,1,1,0.05,0.05,0.06,0.05,anomaly
tcp,ftp,S0,0,0,0,0,1,1,0.01,0.06,0,0.07,anomaly
tcp,ctf,S0,0,0,0,0,1,1,0.03,0.08,0.02,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.08,0.02,0.07,anomaly
tcp,http,SF,367,5199,0,1,0,0,1,0,1,0,normal
tcp,ssh,S0,0,0,0,0,0.65,1,0.01,0.41,0,0.32,anomaly
tcp,http,SF,257,23051,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,44,44,0,0,0,0,0.99,0.02,1,0.01,normal
udp,domain_u,SF,128,44,0,0,0,0,1,0,0.94,0.01,normal
tcp,http,SF,254,523,0,1,0,0,1,0,1,0,normal
tcp,http,SF,225,22996,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,775,331,0,1,0,0,1,0,0.88,0.03,normal
tcp,http,SF,314,266,0,1,0,0,1,0,0.94,0.02,normal
tcp,supdup,S0,0,0,0,0,1,1,0.03,0.05,0.04,0.05,anomaly
tcp,smtp,SF,525,335,0,1,0,0,1,0,0.99,0.03,normal
tcp,other,REJ,0,0,0,0,0.21,0,0,1,0,1,anomaly
udp,other,SF,1,0,0,0,0,0,0.27,0.1,0.03,0.06,anomaly
tcp,http,SF,213,37327,0,1,0,0,1,0,1,0,normal
tcp,http,SF,190,8654,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0,0.06,0.06,0.08,anomaly
udp,private,SF,28,0,0,0,0,0,1,0,0.35,0.02,anomaly
tcp,iso_tsap,REJ,0,0,0,0,0,0,0.07,0.06,0.07,0.07,anomaly
tcp,ftp,SF,1067,3081,0,1,0,0,1,0,0.28,0.02,normal
udp,domain_u,SF,126,44,0,0,0,0,1,0.01,0.77,0.01,normal
tcp,http,SF,333,2547,0,1,0,0,1,0,1,0,normal
tcp,netbios_ns,S0,0,0,0,0,1,1,0.05,0.05,0.05,0.06,anomaly
tcp,ftp_data,SF,4491,0,0,0,0,0,1,0,0.25,0.06,normal
tcp,ldap,REJ,0,0,0,0,0,0,0.05,0.06,0.06,0.07,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,239,255,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,smtp,SF,1258,359,0,1,0,0,1,0,0.72,0.02,normal
tcp,telnet,S0,0,0,0,0,1,1,1,0,0.55,0.02,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.07,0.05,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,42,65,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,SF,224,1270,0,1,0,0,1,0,1,0,normal
tcp,http,SF,231,3215,0,1,0,0,1,0,1,0,normal
udp,other,SF,147,105,0,0,0,0,1,0,0.01,0.57,normal
udp,domain_u,SF,44,72,0,0,0,0,1,0,1,0.01,normal
icmp,urp_i,SF,183,0,0,0,0,0,0.5,1,0.06,0.01,normal
tcp,auth,S0,0,0,0,0,1,1,0.03,0.07,0.02,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.05,0.07,anomaly
tcp,telnet,RSTO,125,179,1,0,0,0,1,0,1,0,anomaly
tcp,auth,SF,13,40,0,0,0,0,1,0,0.01,0.04,normal
tcp,http,SF,233,4759,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,30,0,0,0,0,0,0.5,1,0.07,0.01,normal
tcp,nntp,S0,0,0,0,0,1,1,0.03,0.07,0.05,0.06,anomaly
tcp,http,S1,278,7958,0,1,1,0.5,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.5,1,0,0.48,anomaly
tcp,imap4,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.06,anomaly
tcp,http,SF,237,5193,0,1,0,0,1,0,1,0,normal
tcp,http,SF,301,2698,0,1,0,0,1,0,0.99,0.02,normal
tcp,http,SF,246,3295,0,1,0,0,1,0,1,0,normal
tcp,http,SF,230,12471,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,82,0,0,0,0,1,0.01,1,0,normal
udp,other,SF,147,105,0,0,0,0,1,0,0.01,0.55,normal
tcp,private,S0,0,0,0,0,1,1,0.42,0.33,0.02,0.1,anomaly
tcp,ftp_data,SF,641,0,0,1,0,0,1,0,0.08,0.05,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.26,0.01,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.13,0.06,0,0.06,anomaly
tcp,shell,SF,82,1,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.05,0.06,0.07,anomaly
tcp,private,REJ,0,0,0,0,0.09,0,0.01,1,0,0.59,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.06,0.07,0.11,0.06,anomaly
udp,domain_u,SF,46,80,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.07,0.08,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.06,anomaly
tcp,http,SF,376,345,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.13,0.05,0.15,0.05,anomaly
udp,private,SF,105,146,0,0,0,0,1,0,0.96,0.01,normal
tcp,ftp_data,SF,334,0,0,1,0,0,1,0,1,0,anomaly
tcp,domain,S0,0,0,0,0,1,1,0.07,0.05,0.08,0.05,anomaly
icmp,eco_i,SF,30,0,0,0,0,0,0.25,0.5,0.11,0.01,normal
tcp,smtp,SF,1053,329,0,1,0,0,1,0,0.69,0.06,normal
